name,album,album_id,artist,artist_id,id,popularity,duration_ms,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Enigma,Enigma: Intermission 2,1fUsf3fiPFIhHiSITxmJXb,Stratovarius,1O8CSXsPwEqxcoBE360PPO,4hWKAvEi22LYDNonXgXWYA,17,261300,0.0809,0.33,0,0.376,7,0.484,-7.58,2.54e-05,0.00023,0.951,125.031
Force Majeure,Force Majeure,5eTz3POhcf7hVr2kh47dP0,Gus G.,6LEttL8kbm67tcEy84Qh5O,4w6GKkwtaw8x5MQ3l3cPPn,39,239141,0.0962,0.232,0,0.384,2,0.376,-5.102,2.79e-05,0.846,0.926,142.158
Hexenhammer,Hexenhammer,4SoLzjwRRO7rcJQcu7gL43,Burning Witches,0eNuNAhL4dW2nvKbSe2mS8,54w67mQkNwNYXfHfsk5cqx,0,402909,0.0611,0.603,1,0.252,10,0.439,-3.94,0.000411,0.042,0.966,165.161
A Little Less Understanding,A Little Less Understanding,0nVY9SmwDW0saEamZL2Gky,Sonata Arctica,5YeoQ1L71cXDMpSpqxOjfH,56hGZKZBM555xa7QNxdWYB,37,255560,0.12,0.206,1,0.814,2,0.34,-4.436,0.0472,0.798,0.971,169.904
Holy Wars...The Punishment Due - Remastered 2004,Rust In Peace,0qaLL09EtF1hiUis7PRvaJ,Megadeth,1Yox196W7bzVNZI7RBaPnf,5LyRtsQLhcXmy50VXhQXXS,67,391395,0.151,0.221,1,0.351,11,0.325,-3.941,0.00177,0.107,0.985,125.307
Immortal Bind,Immortal Bind,1m64CdhfePADLGKdzSC1gh,ANTHEM,67BObUWOkPPGftw3ITCHXH,5kBqtkSSlOUXcwNYLlFPsZ,16,271786,0.0828,0.436,1,0.0547,10,0.407,-4.305,7.34e-05,0.0,0.966,164.996
Roaring Thunder,Roaring Thunder,3ZAB8emo6sAhOnaj88jW56,Iron Savior,6COmyouHXwCeIGS1IFd1PA,6MaQ8Ve4cRql7lxDgpicLG,33,261920,0.106,0.235,1,0.753,2,0.375,-4.348,0.000196,9.89e-05,0.984,190.954
Death by Design,Death by Design,4uaOVHeCyMjxq2nSKHVLV0,Diamond Head,3z3KnhKZObj216IgfHYGVf,6SvjyJTHQiE0hNtW8onMuR,37,283720,0.133,0.343,1,0.0725,1,0.17,-3.333,3.8e-05,0.544,0.989,94.465
Origami,Origami,3wXOmj8XSvs56x6AbR9CQf,SOTO,5TBX5g6a0e12H3d0jnsa44,7aCCIXhQTBqP9Fn4sXzfLZ,27,307412,0.134,0.46,0,0.243,3,0.465,-3.283,0.000116,0.00298,0.997,154.992
Against the Grain,Realms of Time,7sXhcBUEFHTtaRDkWccpyK,Diviner,7kMNJQdOwnb5V30mkqg62S,7gwUD9n5HyUYbLI1vVlVHg,33,267365,0.0542,0.0815,1,0.315,7,0.542,-5.198,0.000134,0.0576,0.974,101.973
Queen of Destruction,Queen of Destruction,2KtbxYRlslhO2c8y7KsXU7,Devil's Gun,0Exxs1Je3goNeVwT6yrfFV,7rN78eusaGokFDkNGo4giB,31,197600,0.0423,0.464,0,0.0585,8,0.476,-5.28,0.00257,0.000214,0.876,83.424
Holy Diver,Holy Diver,1QJmLRcuIMMjZ49elafR3K,Dio,4CYeVo5iZbtYGBN4Isc3n6,54yLLvpezvPO1lA3GspiZj,67,340640,0.0869,0.124,0,0.268,10,0.473,-10.671,0.0125,0.475,0.783,91.976
The Grey,Firesign,7wAZw2X4YY7dCYR10aktwx,Dynazty,5deRBvKxJssHVa9n6B7tWV,5yOq42N3hcuYMWDwRKA4OS,45,241546,0.0601,0.333,0,0.0644,5,0.533,-4.953,0.000262,0.0,0.944,134.949
2 Minutes to Midnight - 1998 Remaster,Powerslave (1998 Remastered Edition),4hFcwazEjeg3gJEu0AuxM7,Iron Maiden,6mdiAmATAx73kdxrNrnlao,6aYXSH9JZrD30Av2KlAOMY,9,359760,0.066,0.517,0,0.141,4,0.459,-6.518,0.000275,0.000305,0.953,95.074
Lightning Strike,FIREPOWER,7p3G0OCxtlWyJcPE1FxnyB,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,6qopop1Rc9r1RjEIBQhc8d,56,209453,0.0544,0.336,0,0.065,9,0.521,-5.705,1.69e-05,0.43,0.915,112.507
Army Of The Night,Blessed & Posessed,4tR4qxHhTvTDt97WauKO79,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,7zcrK2G6DKSD9TTU1aDVf9,2,201386,0.0556,0.577,0,0.281,1,0.422,-3.56,0.00054,0.0,0.969,171.99
Koolaid,The Rise of Chaos,1kzfP9URLnFFCN3H0mrOFo,Accept,3JDIAtVrJdQ7GFOX26LYpv,7tcBbo9I71WtmLAuzha5mN,47,298893,0.0306,0.332,1,0.375,11,0.545,-4.232,0.000446,0.0669,0.92,129.032
Smoke On The Water - Remastered 2012,Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,5MMnwYs0hIxkENRsbkWJ2G,77,340742,0.0279,0.805,1,0.112,0,0.598,-9.211,0.13,0.225,0.676,114.169
Kickstart My Heart,Dr. Feelgood,6pL7kL9cOc0DpWCq6qJtxQ,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,7GonnnalI2s19OCQO1J7Tf,77,282920,0.176,0.236,0,0.201,7,0.474,-3.839,0.00111,0.00298,0.977,89.494
You've Got Another Thing Coming,Screaming For Vengeance Special 30th Anniversary Edition,55MZQrenomrTq0aQneC7Pi,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,4f3RDq9nYPBeR1yMSgnmBm,66,310080,0.0496,0.532,0,0.104,6,0.519,-6.947,0.00572,4.33e-06,0.833,138.225
I Want Out,"Keeper of the Seven Keys, Pt. II (Expanded Edition)",0C00ibrtAGw59osJUg5qOO,Helloween,4pQN0GB0fNEEOfQCaWotsY,5VZwMq6yaFb04PCTfdNY3K,66,280213,0.0387,0.629,1,0.265,0,0.477,-8.625,0.000333,0.000155,0.859,91.009
Rainbow In The Dark,Holy Diver,1QJmLRcuIMMjZ49elafR3K,Dio,4CYeVo5iZbtYGBN4Isc3n6,5qFxuUIAwJlzO60vqOiL7y,65,252693,0.0368,0.682,0,0.0492,9,0.508,-8.049,7.06e-05,0.403,0.912,117.582
Hungry and Angry,Steelfactory,5wQcC9Wbwalmy7fz7IekQP,U.D.O.,2aWjaq32aRQo58dw0w8NM6,57PT761NIApIzfORTkmwWU,43,276653,0.0487,0.671,1,0.199,9,0.532,-5.773,3.06e-05,0.0195,0.875,132.015
Great War,Great War,4y7QEwwW4QqknIE8bxnP2m,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,02t2XEMp8zzlOBt9lFt0EE,54,268266,0.0512,0.416,0,0.298,0,0.509,-5.494,0.000483,3.03e-05,0.937,105.026
Life's a Bitch,Life's a Bitch,6zlNESSvqvwfRqKsAkFHjn,Accept,3JDIAtVrJdQ7GFOX26LYpv,1KyA5lXW7cAgMLwxRdVAu3,49,226093,0.0428,0.686,1,0.14,9,0.612,-6.418,0.000719,0.00019,0.822,128.018
Alone Again - Remastered,Rhino Hi-Five: Dokken,1vSlhlbh0SW0OBMz4qkNVc,Dokken,09hNSPPOxDop4FRdr6UEnq,2CURikRfaKPervqY62sYxw,43,262000,0.0398,0.309,0,0.128,3,0.296,-6.952,0.0204,0.000113,0.665,156.208
Demons Are A Girl's Best Friend,Demons Are A Girl's Best Friend,3KOXlAYb8ESt7oHM9mUK9R,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,2JwQ5NZzqLYyKEKJhfsItN,35,218080,0.0685,0.392,0,0.119,1,0.468,-4.658,0.000532,3.36e-06,0.933,143.076
Down and Out,Down and Out,5oJdANHLwnB7wxDuoAkTOq,Savage Messiah,1kOg7VnU8brFniiq9RnR9X,2mjhf9C6pE6oUkxF7mRyd7,31,239026,0.0943,0.247,0,0.291,6,0.336,-5.362,1.49e-05,0.00445,0.969,124.016
The Red Baron,The Red Baron,7GbGTUFPLT6KD1tR1KC6sG,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,2nb7KVajlFlcJG2mAZiDuG,55,202333,0.42,0.196,0,0.0741,0,0.404,-5.853,0.0257,0.0,0.97,95.047
Slave to the Machine,Slave to the Machine,7CAykEzILsn3uIOGM5NRpo,Liv Sin,7aetQGX0sd3swXqUIWurrE,2ySsqBhctUvk8eV10zHNhv,38,219124,0.064,0.612,0,0.102,2,0.612,-5.543,0.000256,6.66e-05,0.891,134.972
(We make) Sweden Rock,(We Make) Sweden Rock,1k8eg8tVFM6NBEdeGTUopG,Hammerfall,2o18h28enlHxj887tATc58,3N56fEJqHbCpcDav9wcThU,16,255526,0.0589,0.384,0,0.27,0,0.497,-5.411,0.000374,4.53e-05,0.958,149.985
Dominion,Dominion,5lqDlYKKERiLwrIkW6qyls,Hammerfall,2o18h28enlHxj887tATc58,3Ozsvtb47qZ0yzTxNTcPM0,16,279727,0.0494,0.378,1,0.308,9,0.574,-5.389,0.00028,8.14e-06,0.917,125.007
Sweet True Lies,Sweet True Lies,1MdhPZSgzhLfCMtkJptQX3,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,3a61be1anmjh3hzBrQzlYn,42,206563,0.0466,0.661,0,0.284,1,0.466,-5.141,7.75e-05,0.00294,0.912,136.035
From Hell with Love,From Hell with Love,3aT1PLgA6MomsX7MMlNRHr,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,3iKSyNDGzJ3FcjXoDKqehS,52,235295,0.0482,0.552,0,0.161,4,0.502,-5.655,0.000104,0.00212,0.9,120.066
Carrie,The Final Countdown (Expanded Edition),5Jkd47JEaCU1g4DcGBnHm3,Europe,7Js6Lde8thlIHXggv2SCBz,29wJiSQcze8HEmxkUQykyp,71,272133,0.0266,0.139,1,0.358,7,0.457,-7.112,0.113,2.37e-06,0.487,136.596
Don't Know What You Got (Till It's Gone),Long Cold Winter,0DGiVv0CmN2elcLYSeiXPm,Cinderella,7HL4id2U7FSDJtfKQHMgQx,3vPrFUtWpKT9oNW94NDDEW,10,354640,0.0289,0.247,1,0.0536,9,0.36,-9.883,0.229,0.000792,0.527,132.639
Scarlet Rose,Vain Glory Opera,2T9uuvdso9EyHnHG0r3l4Z,Edguy,3AGFqPP3gt5rMSvhR87Xxu,1I0oWAoXKhCp9VgLeuU9l0,43,311600,0.0308,0.185,0,0.301,0,0.439,-7.401,0.0644,8.57e-05,0.454,131.397
Forever and One (Neverland),The Time of the Oath,5hx4UkhFj4gaUA0mjNr9D4,Helloween,4pQN0GB0fNEEOfQCaWotsY,0B6qYQS41EcbC66r7c4DBB,56,234533,0.0537,0.374,0,0.148,8,0.176,-7.074,0.0575,3.01e-06,0.726,185.66
To Hell And Back,Heroes,3cfD8OToEXP5vC3mEyZ7u8,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,0psBuoxe8gA0dadvldZ1HV,56,206546,0.0616,0.305,1,0.104,0,0.536,-4.702,0.00318,0.00197,0.849,127.002
More Than Words,Extreme II - Pornograffitti,7DKHQxJTI32UyCdDdGwvRC,Extreme,6w7j5wQ5AI5OQYlcM15s2L,1gVgkQFOKa8Wc1HYsJtPdH,69,334106,0.0286,0.249,1,0.114,6,0.615,-14.892,0.468,0.0,0.129,91.769
We Are One,Psycho Circus,02fdqg15D4tA1f5c6iNK4Z,KISS,07XSN3sPlIlB2L2XNcTwJw,24qpLuCW1Hv4dlv5VJxXjS,20,281373,0.0367,0.43,1,0.271,10,0.518,-4.667,0.00718,2.04e-06,0.848,88.992
Rebirth,Rebirth,2ruinOPJ9p66TuwYUoOANI,Angra,7IAXZaLTb6nkJr8RmVPn5y,1hEVuE88R6SC3Q8ogis00B,52,317573,0.0543,0.151,0,0.14,9,0.292,-6.333,0.00628,0.00194,0.861,147.662
When A Blind Man Cries - Non Album B-Side;2012 - Remaster,Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,0JtcFIgrkSagrM5JdFakeO,56,209246,0.0363,0.222,0,0.0724,11,0.52,-10.661,0.843,0.0165,0.274,64.213
Blackbird,Blackbird,0Fk4lWAADmFMmuW6jp6xyE,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,2o4AknH1hXnleCRW2rH45w,59,478133,0.0448,0.132,0,0.116,6,0.279,-4.714,0.00499,0.0126,0.806,149.463
Sleeping (In the Fire),W.A.S.P.,1wkHccuJCH8tFv8aE4YkOs,W.A.S.P.,3BVkDHWRvLJEyKdvhLbjsq,3ROedBflJxNwhrpfuPHgbG,31,235920,0.0364,0.218,1,0.0778,8,0.14,-7.163,2.25e-05,1.12e-06,0.709,191.613
Hard Luck Woman,Rock And Roll Over (Remastered Version),0SnCUvff87FWw0m9Lxp51D,KISS,07XSN3sPlIlB2L2XNcTwJw,0UBURW2bWwn8bSWtU53444,26,214666,0.033,0.963,1,0.22,11,0.668,-7.594,0.666,0.0,0.867,124.613
When Love And Hate Collide,Vault: Def Leppard Greatest Hits (1980–1995),5TT3zudoEiGFg0uZ8KSZL1,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,1ailMHu2DGaPR8kDSJ0XAE,6,257161,0.0288,0.228,1,0.212,4,0.489,-9.444,0.0366,0.0,0.554,68.004
Glory to the brave,Glory To The Brave,3KUQJrOnaEZRUQbLnKFrAc,Hammerfall,2o18h28enlHxj887tATc58,2oeTfLVqRdveurw4nBy6GF,4,440240,0.0344,0.221,0,0.231,2,0.469,-9.22,0.045,0.00111,0.65,123.928
The Deeper the Love,Whitesnake's Greatest Hits,0Z5nu6FcdcWtmzvQ7uK0qJ,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,2lESR3q3ZdMYKHYsdfK4rz,52,262560,0.0252,0.544,1,0.0706,9,0.577,-7.99,0.000835,1.61e-06,0.662,105.012
Man of Sorrows - 2001 Remastered Version,The Best of Bruce Dickinson,0yPd9nZ543MWHGoGHcFKRR,Bruce Dickinson,7Iffw1nP3NjCWkRIx3Ily9,3aKlrWvtDCJ13npobUO5zg,49,320106,0.029,0.224,0,0.103,2,0.485,-6.471,0.0428,4.51e-05,0.674,72.438
We Will Rise,We Will Rise,0M79v9JpirSe4epQpkL5xC,Tungsten,529eA6ZaD8bWorDonM2wnm,4DqG8CRMKIVHQ8SonkH6eH,33,204750,0.0583,0.0872,0,0.456,5,0.449,-3.844,0.00192,0.0163,0.961,80.007
Punish You,Punish You,0LSHUY7MYlV7NKCs8rPD9V,Arion,0c09mxGbMHuFLpPJMY6JdA,4HCkjZPT5io0NGlyaSIZpT,38,261808,0.0881,0.307,1,0.143,6,0.434,-5.186,2.13e-05,0.0281,0.951,99.432
Bismarck,Bismarck,5gtzV4Tbw1IBRkLuSE8APH,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,4fEcZEuKJiYitzaI5l1KY8,68,313984,0.0428,0.43,0,0.264,6,0.505,-5.544,0.00339,0.00122,0.858,95.054
"The Earth, the Moon, the Sun","The Earth, the Moon, the Sun",7C7G9aCcYI3GLqOZP1YnNy,Diviner,7kMNJQdOwnb5V30mkqg62S,4zwUVVDEHuXZ8h2JZzAnvH,30,321135,0.0852,0.151,1,0.346,7,0.533,-4.375,0.00116,0.00419,0.965,116.007
Poison,Trash,033cvSPAuSU5ArRfIgQSDU,Alice Cooper,3EhbVgyfGd7HkpsagwL9GS,5XcZRgJv3zMhTqCyESjQrF,72,270080,0.109,0.26,0,0.18,2,0.28,-5.509,0.0327,8.85e-06,0.908,118.698
The Heart From Your Hate,The Heart From Your Hate,1e9V8qYsP51OqEynGToaxQ,Trivium,278ZYwGhdK6QTzE3MFePnP,5mGxQUIVcP37KegJZxaZaa,3,243853,0.0635,0.565,0,0.297,10,0.582,-4.659,0.00876,5.03e-06,0.928,113.043
Heart Demolition,Heart Demolition,4wTUr0wtgvUdMrlQGs1Usi,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,6klJkAJAEmocnUZ4faKPpl,43,339373,0.143,0.272,1,0.0435,0,0.368,-3.443,0.000554,1.09e-05,0.982,184.917
Die by the Blade,Die by the Blade,3cWywjglsOprND0106Mv1s,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,7G0n4t8Ul5r0BpS2lw5hYT,41,194838,0.0375,0.898,0,0.0856,8,0.552,-6.523,0.000931,0.0199,0.864,140.986
No More Hollywood Endings,No More Hollywood Endings,7H4gPkbdQlDM7jRTRnsnyO,Battle Beast,7k5jeohQCF20a8foBD9ize,4LlEtj8I2XUhkrXFzBBtFJ,51,234786,0.0373,0.374,0,0.29,4,0.504,-3.466,0.000948,0.0,0.924,93.036
Changes,Vol. 4 (2009 Remastered Version),3iRW4cZOM90lX9Rtc2Qglh,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,4MpIwDaZdFLafMDcAx4k4q,59,282493,0.0326,0.187,1,0.109,0,0.289,-12.244,0.0421,2.73e-05,0.238,81.264
82nd All the Way,The Great War,7FtCDX4COLE3HR2vBv7411,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,4zvXVO0SrMYIMHVGdOm0DA,57,211160,0.22,0.352,0,0.113,0,0.479,-5.973,0.00205,0.0,0.974,162.034
Dreamer,Down To Earth,6olpeE5qTK6hkzN8PhwEBM,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,78PKCefXwDLbl4FVO1Pjzh,67,284906,0.0256,0.279,1,0.0921,1,0.493,-7.408,0.0629,2.49e-06,0.636,79.419
The Unforgiven II,Reload,6mEOyKfRASrT8SpT3C6bUT,Metallica,2ye2Wgw4gimLv2eAKyk1NB,7FvS9PhfQkRRSYnw8IqWYC,7,396440,0.0445,0.249,0,0.255,8,0.497,-4.559,0.00055,0.00129,0.89,133.047
Home Sweet Home,Theatre of Pain,18fYN6Hlig5t7ObBfQYUPe,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,4zXvB4MoQD8onk0NCZbeHG,72,240933,0.0354,0.149,1,0.124,5,0.403,-6.416,0.0999,3.28e-06,0.777,76.329
A Tale That Wasn't Right,"Keeper of the Seven Keys, Pt. I (Expanded Edition)",2UHFdmz05GmEY0J0ZbuMBp,Helloween,4pQN0GB0fNEEOfQCaWotsY,6Fd53Af2royyl5btFfgzlB,56,283693,0.0337,0.201,0,0.255,9,0.315,-7.739,0.291,0.0,0.554,118.145
Fall to Pieces,Contraband,5pJSDIgzal89ksQUzcGGFE,Velvet Revolver,7CHilrn81OdYjkh4uSVnYM,4A9O9e4iTm4bYnOPSzWaGb,55,271440,0.0495,0.25,1,0.128,6,0.458,-4.679,0.000468,0.483,0.884,132.814
The Price,Stay Hungry,0dzqapIToiOhULGvzDKpXm,Twisted Sister,7b85ve82Sh36a3UAx74wut,5iF683hJagzos663BxLns9,57,229493,0.03,0.548,1,0.059,5,0.503,-12.044,0.0382,0.0,0.56,77.865
The Temple Of The King,Ritchie Blackmore's Rainbow (Remastered),0RsJGRspEXnzwNMBAdrV3u,Rainbow,6SLAMfhOi7UJI0fMztaK0m,6Z435tBPT5JamUR9dN7y8y,9,282013,0.0341,0.373,0,0.0648,9,0.486,-11.633,0.445,1.44e-05,0.487,81.972
You're All I Need,"Girls, Girls, Girls",0Tnve4bDxyiBCRaj03qO8z,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,4n4W0yJsGYXzFwStMYMLxj,54,275466,0.0243,0.415,1,0.0355,6,0.531,-5.202,0.114,1.27e-06,0.79,92.162
Father Time,Stranger In This Town,3qZxvn6KGvO4vNwjnJmKrA,Richie Sambora,6uNjT2PKDfR7t48JKhajkh,6xaeNLTVajvNTpjkkNNR6L,4,365466,0.0336,0.109,0,0.209,0,0.275,-10.22,0.326,0.000195,0.631,138.161
Journeyman,Dance Of Death,0jt8OtAiK8HEAGWRrX4VY7,Iron Maiden,6mdiAmATAx73kdxrNrnlao,4bKbH5cQkUk7DM4ClTyWnZ,3,426973,0.0336,0.291,1,0.136,5,0.188,-7.652,0.241,0.0143,0.638,174.288
Wasted Time,Slave To The Grind,0AiXcZbksZoX2pSe2384Z3,Skid Row,4opTS86dN9uO313J9CE8xg,4BAhIRDG9GNeMvcigDKF7L,58,348800,0.048,0.295,0,0.0742,0,0.36,-6.815,0.0113,0.0,0.881,84.861
This I Love,Chinese Democracy,4WNt7ChKgDoRJqD68PDKo3,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,5RPF5mwdSL7akIauzRlt3Y,4,334373,0.0309,0.133,0,0.106,8,0.263,-8.279,0.603,2.99e-06,0.442,92.179
Follow Your Heart,Follow Your Heart,5rfBRcpVDCAMKA58iLabeB,Scorpions,27T030eWyCQRmDyuvr1kxY,1EJZQ6uhrvl4JtoKn7RKFd,54,245626,0.0319,0.195,0,0.139,7,0.353,-5.712,0.0431,0.000161,0.656,153.747
1000hp,1000hp,43crHBVr5O6Z71eLsvq0JG,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,3NW1h8l6EY5N6HNBL83S4V,54,226540,0.0515,0.471,0,0.0525,6,0.52,-3.951,4.36e-05,1.41e-05,0.948,92.091
Heaven's a Lie,Comalies,1zFvNbQjRGiCalBnPzUEyN,Lacuna Coil,4OAddazJM576euUnFSvXSL,0I7y3aEavUHgkt4aCreBDa,52,286533,0.0403,0.384,0,0.124,4,0.426,-3.458,0.0011,0.00279,0.881,140.004
Halo,Scars,2h9pGOK3WpnKM6sJjILl5E,Soil,4PoYwGOztIrPpBfRIlMSxP,0rlPOzWbNVui2ABuI5OFhL,56,195047,0.0704,0.461,1,0.0573,3,0.525,-4.183,2.64e-05,0.00127,0.914,111.143
Kings of Metal,Kings Of Metal,7lZkD6ntnGAhmWowltbOYB,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,28TcG73tbc4iGrGBFjiBnR,60,223866,0.0357,0.699,1,0.147,9,0.575,-13.012,0.000117,2.69e-05,0.881,132.127
The American Way,The American Way,4z84JQXWAIhTmEbHAZ78nU,Sacred Reich,0UeVJTdCWGEFSSO9Tg9tiH,2SA2tTWoELC0ciMuYRfbpT,48,221640,0.084,0.582,1,0.0626,0,0.53,-4.676,0.000968,0.0259,0.99,148.524
Are You Dead Yet,Are You Dead Yet?,4JtmC1dly1OaggJbhdYAyZ,Children Of Bodom,1xUhNgw4eJDZfvumIpcz1B,2T2vudIHfVMA5ychWTU3KA,61,234880,0.0479,0.416,1,0.308,8,0.461,-3.011,6.39e-06,0.14,0.961,96.009
"Mama, I'm Coming Home",No More Tears (Expanded Edition),6eh82ojicL8RSJF7GkYTh7,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,0S3gpZzlT9Hb7CCSV2owX7,70,251866,0.0302,0.242,1,0.0892,8,0.282,-6.557,0.0105,0.0,0.656,139.352
War Eternal,War Eternal,3qzrNVuUyOJxfzMYRCh5qN,Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx,0WZZENH0kt3O2cBE8q5IRq,61,256053,0.0731,0.285,0,0.129,5,0.445,-4.369,2.45e-05,0.163,0.98,155.045
Thunder Kiss '65,La Sexorcisto: Devil Music Volume 1,0hSRCjd8f3eGCEdeXD0hoL,White Zombie,0CF71zaDOJWCynIkW9bSK8,0jI2IdL3Bco0a3IPc7pHbY,2,234200,0.0401,0.517,1,0.467,9,0.684,-9.772,0.000587,0.00285,0.859,112.663
Nemo,Once,2vaeoAzATVgE2npjBCnH5x,Nightwish,2NPduAUeLVsfIauhRwuft1,2edSHS8PhbiPgLxQhMpMkO,55,279373,0.0351,0.375,1,0.325,3,0.491,-6.306,0.000158,0.000102,0.744,125.058
I Remember You,Rhino Hi-Five: Skid Row,26QZZyjOmrSVcFCuUK2CoA,Skid Row,4opTS86dN9uO313J9CE8xg,2kyDqWZoa2VVyrgtlx3yQT,6,314026,0.0273,0.48,1,0.194,0,0.477,-6.425,0.000962,7.25e-05,0.704,88.218
The Unforgiven,Metallica,3A4zAmE5c4dUAAqEJz6hCH,Metallica,2ye2Wgw4gimLv2eAKyk1NB,0BAjUM6V9P9g8rK83hVUTJ,13,386493,0.0254,0.244,1,0.253,7,0.54,-9.579,0.0108,0.00296,0.584,139.261
Don't Cry (Original),Use Your Illusion I,4L5pz06MVlsWaTEjSQPN8h,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0ZEhlT9v8CdOKu55zhYGv9,17,284800,0.0339,0.239,0,0.116,8,0.437,-8.648,0.00191,0.00243,0.572,124.172
Fade To Black,Ride The Lightning,7a1dlwArQK6OCHkr2SNlZR,Metallica,2ye2Wgw4gimLv2eAKyk1NB,12oSzrBIyirNs0aCwk6elL,10,417400,0.112,0.317,1,0.11,7,0.258,-7.287,0.0183,0.201,0.907,113.679
Love Bites - Remastered 2017,Hysteria (Super Deluxe),31oeDyCOLhgeZyktfxo0pE,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,3Dfy8YIxq89i84t108TvMi,65,346960,0.0347,0.413,0,0.0847,0,0.59,-7.078,0.067,0.00093,0.743,129.79
18 and Life,Skid Row,0kSTuMp9GpX9pJR45Bksgi,Skid Row,4opTS86dN9uO313J9CE8xg,0qgrrDnUUhyxpxbBznUnzg,70,229960,0.028,0.305,0,0.112,1,0.466,-11.101,0.0023,1.49e-05,0.648,90.435
The Ultra-Violence,The Ultra-Violence,35flmem6J4bq04Kvib1ghA,Death Angel,6KVc8Llznru8n9LVCYe9dz,20bJTQOaoHqeCHBhqIgcTl,47,633600,0.226,0.194,0,0.153,4,0.238,-3.725,1.43e-05,0.692,0.99,109.438
Wasting Love,Fear of the Dark,6m5VpTKGejcBtRpNO2yc3Z,Iron Maiden,6mdiAmATAx73kdxrNrnlao,0RuK23FwiTtqX43163YBBA,5,350546,0.0354,0.322,0,0.0949,4,0.312,-8.547,0.00792,8.02e-06,0.576,143.28
Forever,Hot In The Shade,2oumvuipSTRBQDcA9RVtTP,KISS,07XSN3sPlIlB2L2XNcTwJw,0oSjcBQU1n11XpohLbCE5O,31,232626,0.0306,0.598,1,0.0544,6,0.428,-10.565,0.255,1.33e-05,0.682,176.362
Wuthering Heights,Angels Cry / Holy Land,1MoLIIqn5qGkHst3kBf9sC,Angra,7IAXZaLTb6nkJr8RmVPn5y,1pzfRmnakPxdDwHrLbc0vq,5,280760,0.0336,0.384,1,0.454,10,0.519,-7.505,0.331,0.0,0.6,119.782
Nothing Else Matters,Metallica,37lWyRxkf3wQHCOlXM5WfX,Metallica,2ye2Wgw4gimLv2eAKyk1NB,3ZFwuJwUpIl0GeXsvF1ELf,27,388733,0.0265,0.17,0,0.0753,4,0.558,-11.258,0.0505,5.02e-06,0.364,142.171
Every Time I Look At You,Revenge,0ebfVybTT7IVAfZ9uq5OX6,KISS,07XSN3sPlIlB2L2XNcTwJw,2wwTREXy3Uq8FWksOWYf03,25,279066,0.0346,0.264,1,0.0613,8,0.521,-11.025,0.217,0.0,0.323,143.905
Cryin',Get A Grip (Reissue - Remaster),6BZNF93Ac0zqWD1n9TgFOq,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,3Yls95V4qCzVfR20gr8cOW,14,308333,0.0324,0.466,1,0.353,9,0.443,-3.674,0.000192,0.0102,0.855,105.84
Never Say Goodbye,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,Bon Jovi,58lV9VcRSjABbAbfWS6skp,4AfsbRvvuN7nEHAhONdeEp,66,288933,0.0334,0.271,1,0.081,2,0.326,-2.359,0.0522,0.0,0.797,135.937
Tears of the Dragon - 2001 Remastered Version,Balls To Picasso (2001 Remastered Version),6Jbj3GyCsicdHpMDlMchN8,Bruce Dickinson,7Iffw1nP3NjCWkRIx3Ily9,1fvlJQrm3yoN2TpKH5FgiR,61,384013,0.0265,0.279,0,0.114,4,0.496,-7.458,0.00386,1.47e-06,0.62,140.06
