album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
DEUTSCHLAND,3R7mUm3SZhV3BIIY7FMrU1,Rammstein,6wWVKhxIU2cEi0K81v7HvP,322339,1T8IRUJBga0JXioJZvxjBR,DEUTSCHLAND,73,5.54e-05,0.521,0.895,0.349,7,0.0985,-5.242,1,0.0442,120.117,0.237
Hoobastank,31WICFGGJBKetL5NZG5nbg,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,175026,1eK4KsyjAzr2xJ86Tj5SWa,Crawling In The Dark,8,0.000295,0.592,0.932,7.59e-05,6,0.138,-4.491,0,0.0885,93.675,0.698
Korn,7D3XFJlfZIkmGWqZXm2X8z,Korn,3RNrq3jvMZxD9ZyoOZbQOD,258266,1pr9TZGOXeJUggIal1Wq3R,Blind,65,0.00678,0.283,0.891,0.0038,2,0.159,-8.165,1,0.178,92.049,0.226
Unsainted,6OmUwiZBss5csDAD3IAhdD,Slipknot,05fG473iIaoy82BF1aGhL8,260276,2093eVNfimjmNjU1gk1ES7,Unsainted,63,0.000197,0.427,0.944,0.0159,7,0.0625,-2.885,1,0.0565,101.078,0.248
Scars,2h9pGOK3WpnKM6sJjILl5E,Soil,4PoYwGOztIrPpBfRIlMSxP,152973,2ancrG9a7j8JeR07jWD6be,Breaking Me Down,56,0.000318,0.526,0.972,0.0,11,0.253,-4.149,1,0.153,150.922,0.696
All Pride No Pain,1BVvHpjzpIhvfC98htOt9z,Upon A Burning Body,1bPBx2qbpWzEoLujeHC3G7,207398,2jwkM797DoehZMTIqB1BHI,All Pride No Pain,55,0.00017,0.594,0.933,0.359,4,0.264,-6.072,0,0.198,108.041,0.159
Taste of Regret,0rRovslVT0e3rekVYsOMfo,Of Mice & Men,4tususHNaR68xdgLstlGBA,208272,2qteWVf7459okiPxGwgyez,Taste of Regret,61,3.01e-05,0.58,0.981,0.00353,8,0.373,-3.529,1,0.048,105.011,0.39
Kickback,5ANP0y2xAOvpAfMkfkjOTv,Stray From The Path,5tGG1slV9pkcydU5eQSIvm,207206,4i4qBfTNCD5ybes1NauU2g,Kickback,51,3.48e-05,0.399,0.968,5.08e-05,1,0.325,-2.719,1,0.102,93.144,0.149
Scars (Expanded Edition),2XLiRCMRy5WuuF373tKBZ8,Soil,4PoYwGOztIrPpBfRIlMSxP,195653,1QixTwDZCcfBzA7QMyont0,Halo,64,2.87e-05,0.529,0.92,0.00202,3,0.0582,-4.168,1,0.0649,111.132,0.438
Atonement,6kkUp557e0o5k0dRBfohJZ,Killswitch Engage,37394IP6uhnjIpsawpMu4l,185066,2Fup9XFE9sXWu9Qft2Q7ZB,The Signal Fire (feat. Howard Jones),62,4.42e-05,0.493,0.984,4.99e-06,5,0.349,-4.222,1,0.0672,103.963,0.192
Animosity,1ZGRVRW8pVfkewIaOd0F9x,Sevendust,35Uu85Pq33mK8x1jYqsHY2,218893,4XQjMZk25a7QjKKj5GdVEI,Praise,39,0.000243,0.567,0.917,2.59e-06,6,0.0313,-3.716,1,0.105,131.897,0.453
Awake,3GuHg26Zg5jjIQmT9aTwBh,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,304373,4nutsbzI8q1Ha2Vs0dkeqJ,Awake,3,1.79e-05,0.406,0.755,0.00396,5,0.31,-4.107,1,0.0549,111.813,0.492
Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),7McxSOyMEbKhHlCqBIaQ6w,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,221000,0D7x56gG2duhTUFG5s1BHJ,My Generation,3,0.00258,0.463,0.977,4.6e-06,6,0.0962,-2.378,1,0.211,104.959,0.349
Significant Other,3HCCUaRSjHSFOe4fqE0BiP,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,289560,1TEZWG1FdjzDdercCguTwj,Nookie,65,0.00237,0.548,0.926,0.163,11,0.712,-5.967,1,0.0907,97.55,0.294
System Of A Down,4T0mAffZnPKUW2QTcSX5zG,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,153800,1Ym3JWJG8HFJU2NbXavZ6a,Sugar,49,0.00167,0.451,0.889,0.00215,1,0.258,-2.693,1,0.261,131.073,0.586
Meteora (Bonus Edition),0f7R0jf0pcTb6K6IVVPcMD,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,213933,3fjmSxt0PskST13CSdBUFx,Somewhere I Belong,70,0.00038,0.451,0.951,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,0.442
Tonight The Stars Revolt,6ddsr0JgiHHEN0FBGwme21,Powerman 5000,5imUS9dQyCbAjUEJJ9QyWC,177960,4xfcKZRY6LnjfZwE5lVJp0,When Worlds Collide,3,0.00125,0.56,0.903,0.0,11,0.295,-4.77,1,0.0756,143.828,0.581
Satellite (U.S. Version WEA Distribution),4eUmncMYQRg0Ot29KKqbuk,P.O.D.,6KO6G41BBLTDNYOLefWTMU,256240,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,72,0.00834,0.563,0.86,0.0106,8,0.39,-7.533,1,0.0621,97.867,0.517
Primitive (Special Edition),5d9Rip6cM1xM8uYVepN70l,Soulfly,6159IBm5gLPwG4BcJXseXc,311986,1UwwbPgKGOoSbqqHm9Xxzn,Jumpdafuckup,58,0.00951,0.598,0.954,2.86e-05,2,0.127,-4.86,1,0.0801,100.98,0.235
Getting Away With Murder,6qYX7DV3MUGGgym5DE2jVQ,Papa Roach,4RddZ3iHvSpGV4dvATac9X,191372,0OkaE77hUGZJ5duC2IvNta,Getting Away With Murder,2,0.000128,0.557,0.97,3.31e-05,8,0.239,-3.776,1,0.0584,103.877,0.342
Wonder What's Next (Expanded Edition),481JiVXZYUlTtqlv9ewJXV,Chevelle,56dO9zeHKuU5Gvfc2kxHNw,238400,1gyee1JuFFiP476LQpRMYU,The Red,70,0.000671,0.509,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,0.332
Chocolate Starfish And The Hot Dog Flavored Water,5mi7FKaWE5CtcOjdyxScA7,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,272973,2gSVKxPDww9Eep5rdvtdem,My Way,71,0.0188,0.587,0.873,0.0,6,0.687,-3.989,1,0.046,97.068,0.591
Greatest Hits [The Atlantic Years],1i3YXOzNkaykTt6CxWGOOU,P.O.D.,6KO6G41BBLTDNYOLefWTMU,203693,3IRovqSVYx3CNtDWRebsET,Alive - 2006 Remaster,58,1.23e-05,0.409,0.952,0.000156,2,0.31,-3.761,0,0.0756,80.899,0.55
Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,208960,57BrRMwf9LrcmuOsyGilwr,Crawling,75,0.0466,0.58,0.702,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,0.299
Chocolate Starfish And The Hot Dog Flavored Water,3hGM52SddRWwI4yatyZYmb,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,213760,1jH2IzZ7JnixFoGG6XSnpf,Rollin' (Air Raid Vehicle),11,0.00516,0.604,0.931,0.0,9,0.271,-3.326,1,0.175,96.249,0.682
Slipknot 10th Anniversary Edition,2dL9Q5AtIv4Rw1L6lKcIUc,Slipknot,05fG473iIaoy82BF1aGhL8,159773,2W2eaLVKv9NObcLXlYRZZo,Spit It Out,67,0.0309,0.331,0.946,5.62e-06,7,0.254,-4.599,1,0.0775,139.965,0.534
Iowa (Reissue),5Zs0mNCTs73CqPKbZPWFX9,Slipknot,05fG473iIaoy82BF1aGhL8,254000,3OYZWMm5m2DEwq2Tc1ukTh,The Heretic Anthem,63,0.000562,0.451,0.993,0.00479,1,0.152,-4.143,1,0.185,100.827,0.14
lovehatetragedy,79t2bX5lRZEWS3xukAdVQj,Papa Roach,4RddZ3iHvSpGV4dvATac9X,209572,1FkgHW6Rnravvt6uVd3DGB,She Loves Me Not,4,0.00103,0.601,0.954,0.0,2,0.296,-4.507,1,0.0798,119.12,0.39
Shadow Zone (U.S. Version),6ArsYtEDpoPxrCQXG4rHw3,Static-X,7JDSHlDdVTo7aZKdQZ53Vf,171106,35ZmCVnfYRdK1iLGCxNhMa,The Only,63,7.04e-05,0.428,0.979,0.0,1,0.129,-2.929,1,0.225,104.84,0.292
Ategnatos,0L3yGcpTb2wxAZSjYDB1US,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,173213,0gtyzXdxMyCSnn5QBer9AA,Ambiramus,52,0.00841,0.433,0.91,0.0,6,0.662,-4.707,1,0.0968,126.321,0.471
Fear Inoculum,7acEciVtnuTzmwKptkjth5,TOOL,2yEwvVSSSUkcLeSTNyHKh8,943528,0gGfmw4csswZmFPj9YK8GW,7empest,74,7.35e-05,0.323,0.803,0.834,7,0.0957,-7.397,1,0.0369,144.755,0.386
Break The Cycle (Parental Advisory),0HogGfosAvj4tF3GTv2KIE,Staind,5KDIH2gF0VpelTqyQS7udb,206200,3gAZuCwnlRkAjcnP1Q4yzu,For You,49,0.0603,0.318,0.958,4.68e-06,10,0.0981,-2.683,1,0.442,163.089,0.3
Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,218933,0snQkGI5qnAmohLE7jTsTn,Toxicity,79,0.000264,0.413,0.873,0.0025,8,0.204,-4.151,1,0.0535,116.681,0.481
Come Clean (Repackaged International Version),6hwbHXJsHxC2FDKqN7cGfd,Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,230066,5BIrgOmmKAWMVYJ9WPykim,Control,4,0.00355,0.44,0.912,0.0,6,0.297,-3.435,1,0.0922,163.977,0.612
Oh My God,1f2OVhqcB3vM5oev9MiYLx,HELLYEAH,4hxDvVq5t8ebPYPdBl1F9f,252689,5KeMe6s7NC1h9Xg7CgDbYO,Oh My God,56,0.000368,0.315,0.975,0.0,6,0.248,-2.912,0,0.198,159.455,0.35
You'll Never Find Me,4XucqZK1zp6BGA888pkJb3,Korn,3RNrq3jvMZxD9ZyoOZbQOD,220880,619hpcXgBy1EOwOT27cn5s,You'll Never Find Me,59,9.07e-05,0.581,0.903,0.124,8,0.187,-5.013,1,0.0786,107.028,0.177
Heart of the Hurricane,71Z0jEmWKd3ddWwlVMnqHf,Beyond The Black,6swnqiL41Bd4gO2fnAXXrf,219998,61rja0EnFEZOFAZHtwXs0Q,Heart of the Hurricane,25,4.69e-05,0.491,0.833,0.0,2,0.294,-5.743,0,0.0422,140.005,0.334
Highway to Oblivion,39cYek0C5Z5XffceNuMXhg,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,408120,6BRLG3jvQAOiI0NIRsiiVP,Highway to Oblivion,46,0.000906,0.295,0.984,9.46e-05,2,0.0625,-4.089,1,0.302,199.957,0.13
Killing Me Slowly,4JJYvxmSDCIExVj13cWCes,Bad Wolves,0eI3X5rAzHRZVe5FPk4MN1,237065,6E5gsJm3t0RqmiHBfUBaya,Killing Me Slowly,65,0.000725,0.345,0.89,2.98e-06,1,0.204,-4.175,0,0.0774,137.973,0.276
Reckless,0nd9VY90TYG8TuZpiU3boV,Lacuna Coil,4OAddazJM576euUnFSvXSL,185066,7hEk5UTV73GwV9mjw8fBy8,Reckless,57,2.97e-05,0.4,0.89,0.0106,11,0.21,-3.469,0,0.0608,158.053,0.313
Elevator Girl - English ver - / PA PA YA!! / Starlight,4JlzKT2KmGuFP1pAY8hAR4,BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,235159,6ntnGBghRbedxer8EsOYsY,PA PA YA!!,43,0.00285,0.521,0.989,0.00116,10,0.346,-0.755,0,0.157,158.036,0.432
Welcome,713d2aig86cskmj4zdL9nR,Taproot,319rafipfKvd4cqaOwWIvA,189200,7mQwxVogsnpR3h6AJLQLlR,Poem,58,0.000104,0.364,0.912,0.0025,7,0.086,-2.968,1,0.107,105.368,0.666
Follow The Leader,0gsiszk6JWYwAyGvaTTud4,Korn,3RNrq3jvMZxD9ZyoOZbQOD,225306,6nJPHXRpKYv2yqtalEjKy5,Got the Life,70,1.88e-05,0.501,0.905,0.765,11,0.383,-5.721,0,0.0518,123.277,0.584
Dysfunction (Internet Release),4fLp0YBi1chfMHSBkIeI6w,Staind,5KDIH2gF0VpelTqyQS7udb,282093,6264zKFgXM13JuRBX4MMyD,Mudshovel,65,0.000224,0.328,0.826,0.000944,6,0.0818,-5.085,1,0.0362,106.606,0.341
Faceless,1iNAtkD0iP1wEE8ItzfjZk,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,246040,6eYUbXmncekAKMYZcsSkyD,I Stand Alone,64,4.19e-05,0.216,0.923,0.0,8,0.126,-4.475,1,0.0666,167.498,0.385
TRAUMA,2QRU8jGOJHDMrCTPKIHVik,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,153613,6Q1m1GyNxyOwZ2ud3p7XoS,Gasoline,68,0.000311,0.546,0.945,0.0,1,0.724,-4.399,1,0.0531,135.128,0.545
Anthology,5klPnHQ5dy6Qm2Ul7h1lp5,Alien Ant Farm,6TZdvF1kFzwnQLgHQynzsO,209266,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,74,0.00434,0.647,0.964,0.0036,9,0.15,-4.225,0,0.06,126.942,0.875
Too Fast For Love,6fhebW3x8DvrwbdL2aXCbo,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,194586,06EC9TibZK2mACTZ2usK1h,Live Wire,66,9.22e-05,0.422,0.901,6.78e-06,7,0.56,-6.655,0,0.0631,112.445,0.673
Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,184866,1Vej0qeQ3ioKwpI6FUbRv1,Papercut,73,0.00022,0.524,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,0.661
Restless And Wild,5EQYYnFwrXo3PWSRICoFHj,Accept,3JDIAtVrJdQ7GFOX26LYpv,229866,1zFarlqzxsE9I3QiwrdwJN,Fast As A Shark,47,5.4e-05,0.434,0.92,0.397,2,0.379,-14.802,1,0.0919,139.803,0.175
Metal Health,3Q3rQ8FK1e9Fd9Gv9xm3CK,Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,316866,28clONjZmul6FjfO6tZQDE,Metal Health (Bang Your Head),63,0.0434,0.494,0.933,0.00108,2,0.228,-5.977,1,0.0808,121.201,0.507
Kiss (Remastered Version),3Wp4R81dcFmeJ90iwmTXAQ,KISS,07XSN3sPlIlB2L2XNcTwJw,190866,2GNat4nfktZONFZ7Cqm5Bq,Strutter,39,0.0247,0.511,0.912,0.0553,1,0.0943,-5.618,1,0.0594,131.339,0.833
Bark At the Moon,1HOER13GuXjkZynQStCMSg,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,255293,2J420Sc7XqgKoEXPKl751p,Bark at the Moon,4,7.95e-05,0.333,0.934,0.00239,9,0.122,-4.187,0,0.106,146.369,0.472
Long Live Rock N Roll (Deluxe Edition),56JX1fNOjTa7Bj7G18nxSq,Rainbow,6SLAMfhOi7UJI0fMztaK0m,261733,2lRhq1ZfHNiaVNHkTWeXUv,Long Live Rock N Roll,54,0.00376,0.345,0.924,0.0,7,0.122,-7.767,0,0.0553,142.378,0.434
Ride The Lightning (Deluxe / Remastered),5nBU21L37aHEOEjoXV6g8O,Metallica,2ye2Wgw4gimLv2eAKyk1NB,284506,2tfJfHUDg7w1FuiIoXuDVw,Fight Fire With Fire - Remastered,3,3.75e-05,0.283,0.988,0.728,0,0.0712,-7.017,1,0.111,90.791,0.133
Fighting The World,2Bju49iO98LXuJsY2vKEqg,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,230560,2tjb6V24kf6sDUdEFNf3m9,Fighting the World,56,3.63e-05,0.649,0.909,0.469,6,0.0787,-6.988,0,0.0729,131.919,0.623
Highway to Hell,10v912xgTZbjAtYfyKWJCS,AC/DC,711MCceyCBcFnzjGY4Q7Un,208400,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,84,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,0.422
Van Halen (Remastered),7DdEbYFPKTZ8KB4z6L4UnQ,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,214960,3KhF2YiNpJvGpfiCW45R6D,Runnin' with the Devil - 2015 Remaster,71,0.148,0.472,0.9,0.000297,8,0.34,-6.406,0,0.0582,95.826,0.42
Among The Living (Deluxe Edition),37io57O2XOMcchxYVsyhHm,Anthrax,3JysSUOyfVs1UQ0UaESheP,300093,0c6p9QomOhNU9uzujLjtsD,Caught In A Mosh,59,0.00039,0.361,0.991,0.00212,2,0.276,-4.975,1,0.136,106.578,0.228
Sinner (Unlucky 13th Anniversary Deluxe Edition),74n5sNia8GcWvAeJ1z40Tb,Drowning Pool,1E4r4z7ivGUcSAnCbINJ9v,202466,1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,58,0.00212,0.613,0.919,0.000584,4,0.104,-4.314,0,0.081,130.937,0.586
Stay Hungry,0dzqapIToiOhULGvzDKpXm,Twisted Sister,7b85ve82Sh36a3UAx74wut,219666,1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,74,0.0127,0.502,0.924,0.0,4,0.162,-6.299,1,0.0503,149.186,0.922
Issues,5U0pevIOTrPoDsN8YsBCBh,Korn,3RNrq3jvMZxD9ZyoOZbQOD,270920,2F6FfZ4w8z3eJpSxPotVO5,Falling Away from Me,71,0.00014,0.468,0.769,0.00124,4,0.271,-7.036,1,0.041,104.102,0.17
Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,157333,3K4HG9evC7dg3N0R9cYqk4,One Step Closer,74,0.0014,0.492,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,0.538
Screaming For Vengeance,0V7mTTzioHiYIjfM8ATZBI,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,218866,3kubJ2b1Rad7NXZtnZAZmO,Electric Eye,54,0.000779,0.431,0.947,0.000253,9,0.356,-6.011,1,0.0752,96.539,0.365
Metal Health,3Q3rQ8FK1e9Fd9Gv9xm3CK,Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,290960,3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,70,0.00719,0.409,0.92,0.00105,11,0.0823,-5.439,0,0.12,145.085,0.37
1984 (Remastered),3REUXdj5OPKhuDTrTtCBU0,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,210226,05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,75,0.00124,0.527,0.978,4.75e-05,8,0.0744,-5.436,1,0.109,141.169,0.463
Lost and Found,0dCRu5tVhx9fvbVZSxfjfP,Mudvayne,2Pfv2w8a20xzC7Dr7QXRqM,216426,0INUE1K7cEiE8VH63Rv5RJ,Happy?,69,0.000823,0.546,0.971,2.11e-05,5,0.275,-2.661,0,0.0965,100.078,0.383
Greatest Hitz,50na3UenOpUOS1uuWXM0AY,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,166653,2YC6ET3q1F29B0V7UcPV70,Break Stuff,60,0.00325,0.427,0.908,6.12e-05,8,0.0475,-5.399,1,0.165,108.681,0.617
Wheels of Steel (2009 Remastered Version),6EGEGr4oY0PsV6yGBxeQ8J,Saxon,71vVmHeNgCVSa5SVmfvscU,358698,4ie42LCUKcp68EnZOMw9PG,Wheels of Steel - 2009 Remastered Version,54,0.00147,0.539,0.783,0.742,8,0.151,-6.651,1,0.0517,131.374,0.143
Rising,3uIT4I4Dy7Pq1j0aSjzPW9,Rainbow,6SLAMfhOi7UJI0fMztaK0m,506160,1aDNYyeU62BuQsBAY18i48,Stargazer,59,0.00451,0.172,0.946,0.0133,7,0.779,-8.442,1,0.0746,177.332,0.439
Danzig,7iNVpD0QtlhjsmDgW4IlBI,Danzig,34c4iQ5tkaZKu6Sv28BTde,297293,2Bt7cSAgiPWpM2dOU6VAg1,Am I Demon,3,0.000107,0.37,0.922,0.00882,2,0.0974,-9.098,1,0.058,134.857,0.333
Down To Earth (Deluxe Edition),2u29GGjQIFDze3GVdSEpDI,Rainbow,6SLAMfhOi7UJI0fMztaK0m,197866,4N4guy1faBG6oseDnhjkWy,Since You Been Gone,16,0.551,0.716,0.821,5.68e-06,7,0.618,-4.204,1,0.0389,120.737,0.931
Back In Black,6mUdeDZCsExyJLMdAfDuwh,AC/DC,711MCceyCBcFnzjGY4Q7Un,255493,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,84,0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763
Among The Living,4Y2jEzU70sLpTCMCl6JE0t,Anthrax,3JysSUOyfVs1UQ0UaESheP,341333,1fcyfC1KLSWVCIvALR5AxS,Indians,58,0.000869,0.379,0.941,0.000666,11,0.0393,-10.443,0,0.038,105.155,0.527
Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,210240,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,81,0.000278,0.419,0.934,0.0015,7,0.132,-3.908,0,0.12,127.288,0.286
No Remorse (Deluxe Edition),7J23uT5PzXYpSawvwQNCbp,Motörhead,1DFr97A9HnbV3SKTJFu62M,278306,4W2CRPuOl8wN3aR7QmOmQE,Killed by Death,60,5.18e-05,0.378,0.953,0.000695,4,0.303,-4.969,0,0.0527,134.581,0.268
British Steel,5bqtZRbUZUxUps8mrO9tGY,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,210133,0IXpUl1fn2QZcBavfuq0H4,Living After Midnight,64,0.0136,0.61,0.824,1.75e-06,4,0.0606,-6.046,1,0.0534,134.992,0.819
Pyromania (Deluxe),56MI9wRjLguogSnppEeukO,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,247828,1qBTLEa3lAZ6ieAxc9sEk3,Rock Of Ages,5,0.00843,0.709,0.793,0.0624,11,0.178,-7.66,0,0.0437,105.864,0.616
Back In Black,6mUdeDZCsExyJLMdAfDuwh,AC/DC,711MCceyCBcFnzjGY4Q7Un,210173,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,79,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,0.755
Rust In Peace,0qaLL09EtF1hiUis7PRvaJ,Megadeth,1Yox196W7bzVNZI7RBaPnf,319042,4E5xVW505akJX0wcKj8Mpd,Tornado Of Souls - Remastered 2004,64,0.00203,0.519,0.982,0.00055,7,0.0971,-3.547,1,0.108,97.745,0.361
The Ultimate Sin,2IPIumpbhrtBvjyzIgGE9j,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,256293,31dqpLUModJWNbxrXu6TWd,Shot in the Dark,62,0.00835,0.581,0.791,6.02e-05,6,0.142,-7.262,1,0.0324,123.887,0.619
Dressed To Kill (Remastered Version),1qjBjGoc5UCL8dg7q72UVP,KISS,07XSN3sPlIlB2L2XNcTwJw,168840,0fCWbJq1hagsRgShtn6gIU,Rock And Roll All Nite,49,0.0468,0.654,0.929,0.0,1,0.0539,-5.906,1,0.0998,144.774,0.902
Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,235053,4e9eGQYsOiBcftrWXwsVco,Aerials,75,0.000918,0.364,0.922,0.035,0,0.0696,-4.217,0,0.0566,79.342,0.227
The Razors Edge,4vu7F6h90Br1ZtYYaqfITy,AC/DC,711MCceyCBcFnzjGY4Q7Un,292880,57bgtoPSgt236HzfBOd8kj,Thunderstruck,82,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,0.257
Melissa,2csZMxSEbMiDhiaZuEeuuv,Mercyful Fate,0W8edGiwAsv6HXF0Kyc2V9,284960,6LGoJAyN1xAqF3VJZt0MKx,Evil,53,0.000278,0.282,0.905,0.375,0,0.0894,-9.455,1,0.114,133.837,0.554
Denim and Leather,40v5zR6YBrjhkodFEjZcKs,Saxon,71vVmHeNgCVSa5SVmfvscU,242453,6SUudbR4vTazN9Jb7QWQn5,Princess of the Night,58,0.000292,0.33,0.841,0.000262,1,0.061,-5.303,1,0.0562,106.807,0.672
The Last In Line,2Oc6mL1VEuNPUEkbVeN1P0,Dio,4CYeVo5iZbtYGBN4Isc3n6,273866,6qxi41lmbH35MT29bqlL4k,We Rock,55,4.99e-06,0.327,0.873,0.0172,9,0.247,-10.779,0,0.0514,153.012,0.48
The Last Command,2XRdjdvuBRhRkuwQJ1LDT4,W.A.S.P.,3BVkDHWRvLJEyKdvhLbjsq,312573,6xoy7rjhumfn7cbq3mpnUk,Wild Child,42,0.00938,0.357,0.897,0.00107,1,0.318,-6.37,1,0.0452,146.272,0.406
You Can't Stop Rock 'N' Roll,3KW5iWFnvhHtFoMHwWnUr5,Twisted Sister,7b85ve82Sh36a3UAx74wut,198800,7xzmJPFQAn0O1ZYYtbGRlz,The Kids Are Back,57,0.00366,0.557,0.843,1.83e-06,0,0.218,-4.338,1,0.131,138.339,0.547
Infest,3VdXq4YQIt3ugs05SjFmsD,Papa Roach,4RddZ3iHvSpGV4dvATac9X,199893,5eek2X5459T1HoYJk2CKXv,Last Resort,19,0.000504,0.581,0.887,0.00111,4,0.268,-3.659,0,0.0624,90.578,0.724
The Last In Line (Deluxe Edition),0FBCDPcLk2iVKttn1uqHQW,Dio,4CYeVo5iZbtYGBN4Isc3n6,343173,5fIZDuxfuM4tANRHZ8Btju,The Last In Line,56,0.014,0.295,0.833,0.0683,9,0.0816,-8.279,0,0.0764,172.756,0.625
"Girls, Girls, Girls",0Tnve4bDxyiBCRaj03qO8z,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,270426,5xLyTbCFONUGUuG0LtUxjn,"Girls, Girls, Girls",72,0.0296,0.6,0.931,7.1e-05,7,0.392,-4.647,1,0.0734,140.123,0.542
Shout At The Devil,2BCI4Oj05SiqooWWBqUqjT,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,249013,5uRN4EmPA7BWs5f4xsIl0Z,Looks That Kill,63,0.0033,0.485,0.945,0.00525,0,0.0997,-5.954,1,0.0402,135.957,0.731
Perfect Strangers,6qbsMDJ0kNKlROFRiK3uQB,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,328426,521gC8oqqmUknLZpodHOh9,Perfect Strangers,14,0.00348,0.521,0.721,0.0113,2,0.391,-7.699,1,0.0254,97.578,0.611
Infest,3VdXq4YQIt3ugs05SjFmsD,Papa Roach,4RddZ3iHvSpGV4dvATac9X,234466,5VfqI7Adyk3P4wvWnoPB14,Between Angels And Insects,5,0.000186,0.494,0.953,0.000163,2,0.359,-3.272,0,0.0616,93.6,0.365
High Voltage,19AUoKWRAaQYrggVvdQnqq,AC/DC,711MCceyCBcFnzjGY4Q7Un,214666,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,79,0.153,0.754,0.759,0.000114,9,0.101,-5.218,1,0.302,126.367,0.435
No More Tears (Expanded Edition),6eh82ojicL8RSJF7GkYTh7,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,443240,7w6PJe5KBPyvuRYxFkPssC,No More Tears,67,0.00167,0.346,0.749,8.86e-05,6,0.648,-6.506,1,0.035,102.591,0.315
"So Far, So Good...So What! (2004 Remaster)",5f4vbRLrRmoDH0zpdQnyrE,Megadeth,1Yox196W7bzVNZI7RBaPnf,386600,5LO0sJCkNMZYLYeGOvblLu,In My Darkest Hour - Remastered 2004,59,8.66e-05,0.322,0.978,0.266,9,0.136,-5.446,1,0.131,112.878,0.271
