name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)",67fRHOlaYQQFG67D9DkdnW,56,234933,Humanz (Deluxe),0NvirtaDCaZU5PAW1O5FDE,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,0.3,0.696,0,0.348,11,0.446,-6.773,0.182,1.13e-05,0.648,86.021
Wall Of Glass,3eqhMltljpvMkVNUbAHyQI,53,223546,Wall Of Glass,0uoY7d6TJpVDWWKRA7dLAA,Liam Gallagher,6sN51vEARnAAdBw1IKZ8Q9,0.0564,0.321,1,0.296,0,0.351,-4.469,6.42e-05,0.00113,0.939,182.067
Through the Valley,2MM8qDOkfV1natcOHC5kER,61,220240,Shadows,1i0qG4dB9hP9z7r6bx321l,Shawn James,2HPYUQ6GsPbZHvkyYe2jdm,0.0369,0.365,0,0.0769,3,0.469,-4.978,0.269,2.21e-06,0.477,111.484
Sound of Madness,0pJUUPm7vb34VNImGEkg0L,53,233986,The Sound of Madness (Deluxe Edition),4KnWR76aRieR6QREuid3y7,Shinedown,70BYFdaZbEKbeauJ670ysI,0.0423,0.329,0,0.337,2,0.328,-1.654,4.93e-05,0.0065,0.939,185.971
Dark Matters,4mSVw2VyXhIosPDqUapkW9,0,239209,Dark Matters,5YMYjXFeN3LQQwXjBAh9cC,The One Hundred,5yzwLYOqUujIbHQPvdmgbc,0.364,0.598,1,0.433,1,0.47,-4.985,6.87e-05,0.0195,0.954,173.993
Half-Truism,5MPvxlg5LL4NJNHu8cKpAS,2,205946,"Rise And Fall, Rage And Grace",0rHpaRGtupLUoicwwVSi4J,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,0.0403,0.399,1,0.119,7,0.425,-3.759,0.000784,3.07e-06,0.915,144.053
House of Cards,4orQFDcvhvyaPx8PPf35iI,45,216520,"From Them, Through Us, To You",1Uw8vdLEIUxvQLYTd0Dk1f,Madina Lake,43QrUqvhiL71U9A9gJtAfA,0.0639,0.36,1,0.262,7,0.474,-5.089,0.000229,1.78e-05,0.901,164.888
My Curse,6zKF4293k44ItKWJJgrhXv,70,244773,As Daylight Dies (Special Edition),6iJEtgHTEbVlSS5isIS71z,Killswitch Engage,37394IP6uhnjIpsawpMu4l,0.0663,0.209,0,0.261,10,0.197,-2.908,7.61e-05,0.00992,0.956,177.018
The Reckoning,1UyDB54ssvRu6WFE9jt3hA,25,218066,Requiem,1vi8FJqeTlEt14NbDSP3xJ,The Getaway Plan,5JmeloS88DjYXJulG7qgwF,0.0625,0.127,0,0.13,7,0.447,-4.944,0.0922,2.27e-06,0.912,136.031
Follow,3AdOd7SSxu62TgGFpKdJoc,0,221865,Coma Happy,0OxXlmhjWHSaFrNFSbstf3,Fangclub,1rT2DYzj3q6QnrxaqF4jnN,0.0297,0.681,0,0.109,4,0.506,-6.527,8.57e-06,0.0,0.736,139.974
GONE,0vhjWirhejGyL8uFlbjgIO,41,252880,VENA,0T6rxuaG0wIqLEApucBx90,coldrain,4pCVGaLWxDe4d8bsjsnmUM,0.0915,0.361,0,0.133,4,0.37,-3.393,0.00719,0.0,0.957,179.94
Ballad Of The Mighty I,6ujlgkgbsrPskgWslEcZmR,48,315093,Chasing Yesterday,5Ngc0q3qKwp8buErZy96vs,Noel Gallagher's High Flying Birds,7sjttK1WcZeyLPn3IsQ62L,0.0426,0.25,1,0.178,1,0.479,-4.563,0.00689,0.000389,0.874,121.916
Sunrise Trailer Park (feat. Machine Gun Kelly),19glo6zeI6mUdELLmCIYq8,52,227749,Crooked Teeth (Deluxe),4KTUNKma9YpiSbioeui4pW,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.153,0.367,0,0.103,2,0.678,-6.543,0.0379,0.0,0.759,88.019
The Other Line,1TqigCj4RiunMXr6tLQoPO,0,209693,"Get Lost, Find Yourself",6VNffEFYvpEstncAxvpfIw,"Chunk! No, Captain Chunk!",03jrbNTeSKP9m161juhm0h,0.126,0.444,0,0.0758,1,0.388,-3.696,6.93e-05,0.497,0.94,167.042
Hey Diane,60EvUGZhVmmx15wZtOXwpm,37,218331,Drunk Dynasty,6JwFdMa0YW0P5fpFwLB6uI,Bowling For Soup,5ND0mGcL9SKSjWIjPd0xIb,0.127,0.614,1,0.144,4,0.511,-3.81,0.00321,0.000305,0.979,164.882
Retrograde,4VgHpqpUFg6JFFpcBoSw3v,22,191124,Retrograde,0hdb3QaUiFxRGQeiui3h2S,Silverstein,1Tsag5J854qxeOo2apszug,0.0958,0.784,0,0.132,11,0.492,-5.334,0.000728,0.0,0.917,139.934
Unfuck The World,6a8w7NzFz63ye6VCk20JKe,0,250213,Unfuck The World,10wlZMm28ETsYdhHHZ9khW,Prophets Of Rage,1fSzW5cXBmquli5laFnoGY,0.0299,0.53,0,0.0564,7,0.626,-5.572,0.00117,0.0194,0.834,102.035
A Hard Day's Night,71OTA18ysnR4hvlNwNKHSY,42,176120,A Hard Day's Night,33O72DAX7rblcqMR9FUIyE,Skank,4C4kpaAdp6aKSkguw40SsU,0.0322,0.757,1,0.208,0,0.634,-7.79,0.034,0.0,0.759,139.891
Tijolo por Tijolo,00s1KHCB0zbWzdQAyzm590,37,214280,Tijolo por Tijolo,2gTwQq9qxwsU3mlJ9AL2dx,BRAZA,5F0iFhw7bZE7a8INjualJn,0.0463,0.876,1,0.0704,0,0.787,-9.082,0.226,0.00232,0.863,89.976
Goodbye Soleil,0GrZY5tsNQHLjzBp0RZlD7,26,235773,Goodbye Soleil,1xU6FWWyI7oT2PtkOxtrg7,Phoenix,1xU878Z1QtBldR7ru9owdU,0.0505,0.709,1,0.0908,9,0.608,-8.956,0.022,7.43e-06,0.781,93.005
2 Fingers of Whiskey - Music from The American Epic Sessions,5Yn8WCB4Dqm8snemB5Mu4K,35,172440,2 Fingers of Whiskey (Music from The American Epic Sessions),1vWwGmDI0xHYUuGGOxMZka,Elton John,3PhoLpVuITZKcymswpck5b,0.0388,0.814,1,0.0932,7,0.554,-5.619,0.987,0.0031,0.506,140.396
Welcome To The Breakdown,7yLRuarEXQ3D5Aq076p5Dn,0,183053,Welcome To The Breakdown,5fZ4Cd0XJunSIdbVcFKUEe,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.147,0.374,1,0.329,1,0.333,-1.722,0.000734,1.48e-06,0.98,169.992
Dark Side Of Your Room,0ergYUxazsLy0qWK3h0YJd,49,206306,Last Young Renegade,0gpNGTVNivS2wB32tzV3OH,All Time Low,46gyXjRIvN1NL1eCB8GBxo,0.0478,0.501,1,0.0649,5,0.515,-5.851,0.000724,7.45e-06,0.78,130.005
Must Be Nice,0AzDKbAtSl8Es43p0SvpME,0,222567,Must Be Nice,1aolRLzKZd3KnyT8xkWiK9,Nickelback,6deZN1bslXzeGvOLaLMOIF,0.0459,0.743,1,0.121,0,0.619,-4.214,0.000128,0.183,0.916,98.008
Taipei Person / Allah Tea,61kNHg7BeR65fUrcFhwnUJ,23,316920,Taipei Person / Allah Tea,556k1ByUHnShzmQpBPVJlC,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,0.115,0.177,1,0.148,8,0.311,-4.645,0.00134,0.000837,0.983,167.394
My Friends Over You,1G4NvRMQHDurwC7Q8eT94z,3,220200,Sticks And Stones,0dBLxIi1m4ETvXOaZmanVk,New Found Glory,4ghjRm4M2vChDfTUycx0Ce,0.116,0.465,1,0.0948,2,0.401,-4.014,0.000293,0.0,0.979,177.81
Find Me,2mwnYvlLVP465u9V9wjUGj,63,245573,WALLS,08ibdX8K0GETv20UEku3sm,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,0.0634,0.611,0,0.155,1,0.4,-3.966,0.000136,0.853,0.946,161.591
Trigger,6wbCy1EJ5qkr1DjWPESIGF,47,180111,All These Countless Nights,36scylzoJ2n1YYwuHD0Db0,Deaf Havana,0exhrQcReCdr11oPbOh22M,0.0563,0.454,0,0.166,11,0.487,-3.989,0.00487,0.0,0.885,143.093
Run,28KYBZXnvRk560ty8mdVIQ,52,323366,Run,1CGsXbXvhfNhgFJgt4JmQm,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.0687,0.128,0,0.699,4,0.365,-8.01,2.95e-05,0.0783,0.913,136.128
"My Enemy (30 Days, 30 Songs)",19ailMVyho7czfrFl2JixS,32,214306,"My Enemy (30 Days, 30 Songs)",3pNI6WIBZtjZDewsajydSz,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0.0328,0.774,1,0.0561,0,0.644,-4.111,0.000108,0.000195,0.803,125.995
Cortex,0ha27yVcpSMAEpaBWErHTX,16,218413,Acoustic Session on a Hot Day,6st72ICHbnvntjBhRRXK2I,Garage Fuzz,5CxFdJDDcUDl0oa0DjrqJs,0.0306,0.456,0,0.092,4,0.39,-2.332,0.308,0.000228,0.718,172.247
Burn in Hell,1Jtp00RDnZHsNnCeGlmXhl,34,252027,Burn in Hell,19PURbpmj9aHjUzkOhxIp5,Former,3G28GCoEwspWWJuwJVfGwc,0.0438,0.153,0,0.111,9,0.533,-3.748,0.323,3.02e-06,0.903,111.027
Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,70,214386,Tell Me I'm Pretty,0nW0w37lrQ87k7PLZvC4qJ,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,0.0313,0.715,1,0.059,5,0.549,-6.071,0.0178,6.68e-05,0.789,136.125
Blame,7yrx5A6zDOsd7Bn02WvbLH,57,175880,Wild World (Complete Edition),1qKjUIVG8KmtYceDBWjfqE,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,0.0324,0.346,0,0.308,11,0.47,-3.993,0.00101,0.0,0.749,85.046
End Of Me,4rBJhbvK48X8aoQbgOD71Y,56,170426,What I've Become,4EX8AGwZgQR6jUgjOPD2bG,Ashes Remain,0fkTQEEyEyH71i9tDhS7CO,0.0394,0.571,0,0.375,5,0.59,-4.606,0.00187,0.0,0.823,129.969
Bad News,7L33aSb6KqwgC3eKFCB9TB,12,228142,Bad News,3JWTTx1jDxCFoOeSSoEiRQ,SOJA,2vaWvC8suCFkRXejDOK7EE,0.0894,0.521,0,0.126,4,0.664,-4.702,0.0744,0.0,0.76,147.964
Back To Me,4EFlZgUKYD55mRBfOX02Z2,45,198114,Back To Me,4WWmKzvCCwYWUojxWL2Xqi,Of Mice & Men,4tususHNaR68xdgLstlGBA,0.062,0.279,0,0.0518,2,0.515,-4.364,0.000423,0.0,0.888,110.002
Castle on the Hill - Seeb Remix,2SK04gQYClGFLqNGklgJpN,44,230972,Castle on the Hill (Seeb Remix),6LhLsGjkUVzAuywuuFIkdu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.0719,0.323,0,0.623,0,0.374,-4.469,0.000534,0.0,0.784,165.919
A Chama,26eMlErrsBFkVSrQlALPTW,30,210989,A Chama,3kFWqcPtRMsLCKfi7fim6B,Gloria,7IvxX9RKB0Tal8lE7LZxXN,0.0694,0.502,0,0.0532,6,0.505,-3.014,0.000225,0.0,0.931,75.033
Ashes of the Dawn,43t4t4ow0syZSmWlTY9XFq,20,273520,Ashes of the Dawn,78oX6ggET1Y5vbSkeD39ob,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,0.19,0.251,0,0.21,7,0.348,-4.025,0.000138,5.22e-06,0.982,179.864
We've Got Soul,2Beo90yE8oLxr9e6PgMidk,20,192216,We've Got Soul,0VR5gwFeJAynV66VpQCjL5,Chapel,3vtnfdmEHlWLa1JvoJbTU9,0.0555,0.548,1,0.0941,5,0.679,-5.07,0.0717,0.000115,0.927,120.011
Fan Mail,6PqX5fchyeZeDRQKIlNeO0,24,130677,Ether,1UIJP9DCMMfs5aeXLWY4GO,B.o.B,5ndkK3dpZLKtBklKjxNQwT,0.211,0.185,1,0.139,1,0.461,-7.122,0.229,8.95e-05,0.569,177.125
Ande,6zkNTeLi7f8EUlhQBzDxIV,25,242912,Ande,2wZJcv4WpdMbQXaHBA6344,BRAZA,5F0iFhw7bZE7a8INjualJn,0.0477,0.851,0,0.0754,7,0.682,-8.029,0.15,2.7e-05,0.892,160.072
Nice2KnoU,2EmKC1xvrOZ8afIcWBeqZM,23,196506,Nice2KnoU,5ypeHZfpMITS1w1VRjYcmg,All Time Low,46gyXjRIvN1NL1eCB8GBxo,0.0529,0.456,0,0.0663,5,0.462,-5.011,0.000158,0.000192,0.952,169.91
Avondale - Acoustic,7nhQlzi42TKURb8hZ1S36X,0,218520,Greatest Hits Tour Edition,6aPFOrr7euPj2eJFhlbodp,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,0.0266,0.429,1,0.234,2,0.461,-6.695,0.343,7.04e-06,0.412,152.137
When We're Old Men,7c4b90BfLACb9XxzYjJwn9,0,207893,Greatest Hits Tour Edition,6aPFOrr7euPj2eJFhlbodp,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,0.0334,0.39,1,0.148,4,0.465,-10.504,0.791,0.0,0.278,155.819
Burn the Witch,3pcCifdPTc2BbqmWpEhtUd,61,220609,A Moon Shaped Pool,6vuykQgDLUCiZ7YggIpLM9,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0297,0.62,1,0.109,11,0.541,-6.52,0.303,0.271,0.847,148.937
Daydreaming,1uRxyAup7OYrlh2SHJb80N,61,384438,A Moon Shaped Pool,6vuykQgDLUCiZ7YggIpLM9,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0323,0.113,0,0.126,9,0.299,-13.207,0.968,0.857,0.263,137.848
Paranoid Android,2nTsKOXIVGDf2iPeVQO2Gm,69,387213,OK Computer,7dxKtc08dYeRVHt3p9CZJn,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0581,0.194,1,0.0545,5,0.252,-6.501,0.0377,0.00592,0.849,163.704
High And Dry,5jafMI8FLibnjkYTZ33m0c,74,257480,The Bends,500FEaUzn8lN9zWFyZG5C2,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0257,0.352,1,0.0896,4,0.418,-11.782,0.0718,0.0177,0.383,87.773
Fake Plastic Trees,045sp2JToyTaaKyXkGejPy,71,290706,The Bends,500FEaUzn8lN9zWFyZG5C2,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0297,0.134,1,0.202,2,0.454,-12.592,0.167,0.102,0.229,73.552
Creep,6b2oQwSGFkzsMtQruIWm2p,83,238640,Pablo Honey,6400dnyeDyD2mIFHfkwHXN,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0369,0.104,1,0.129,7,0.515,-9.935,0.0102,0.000141,0.43,91.841
No Surprises,1bSpwPhAxZwlR2enJJsv7U,72,229120,OK Computer,7dxKtc08dYeRVHt3p9CZJn,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.0278,0.118,1,0.113,5,0.255,-10.654,0.0577,0.00361,0.393,76.426
Karma Police,3SVAN3BRByDmHOhKyIDxfC,75,264066,OK Computer,7dxKtc08dYeRVHt3p9CZJn,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.026,0.317,1,0.172,7,0.36,-9.129,0.0626,9.22e-05,0.505,74.807
One More Light,3xXBsjrbG1xQIm1xv1cKOt,76,255066,One More Light,5Eevxp2BCbWq25ZdiXRwYd,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0.0311,0.17,1,0.0897,8,0.593,-11.063,0.904,0.0,0.2,83.966
Hunger Strike,35SiNV5YHBDsuiTtD0CIwc,57,243973,Temple Of The Dog,1zxZ28VNC0HFrXo6gwdXW1,Temple Of The Dog,0iHb0mCbqZTYeb4y9Pirrd,0.0322,0.322,1,0.0803,0,0.374,-10.834,0.0196,3.57e-06,0.56,137.953
Nearly Forgot My Broken Heart,66R5oBIbtBDJk0D0oMVcVN,3,234426,Higher Truth,0HMBhqRyXcGC6JQ4W6c5eu,Chris Cornell,0XHiH53dHrvbwfjYM7en7I,0.0289,0.588,1,0.16,0,0.598,-5.442,0.0959,2.9e-06,0.806,119.536
Sharp Edges,6c0I7CfL9ziGZN8yYkLppP,64,178200,One More Light,5Eevxp2BCbWq25ZdiXRwYd,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0.0562,0.624,1,0.154,0,0.652,-5.678,0.145,0.0,0.714,112.029
Talking to Myself,7nAfXgeHfDO50upcOjJOaq,67,231306,One More Light,5Eevxp2BCbWq25ZdiXRwYd,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0.0286,0.473,0,0.128,2,0.593,-6.325,0.00184,0.0,0.712,124.013
Against The Wall,1SyaxW2v8GD1B7Vga86VmS,0,230786,Poison The Parish,3XoWbvcaTogE3kHnL4Wx11,Seether,6B5c4sch27tWHAGdarpPaW,0.0326,0.0764,1,0.112,2,0.405,-6.113,0.0178,0.202,0.575,139.876
Halfway Right,1KvyBpAxgllKW7bQb0GYCR,59,217066,One More Light,5Eevxp2BCbWq25ZdiXRwYd,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0.045,0.498,0,0.349,6,0.655,-7.155,0.0134,0.0,0.626,134.028
"Hook, Line & Sinker",5I69y4P1gq3WA2B5AHVicr,43,207760,"Hook, Line & Sinker",7zJ0Jal5P5lVnfe7gnuo86,Royal Blood,2S5hlvw4CMtMGswFtfdK15,0.0363,0.492,1,0.252,7,0.51,-5.217,0.000614,1.5e-05,0.896,88.034
Ti Amo,6PfYP3QOCKjG7K9y1nVcHI,27,205920,Ti Amo,6Yz5SStxUskgO6TrmXo775,Phoenix,1xU878Z1QtBldR7ru9owdU,0.0402,0.859,1,0.0737,9,0.625,-6.809,0.00426,0.0949,0.7,121.081
House On Fire,646s0HFXjZyvJ3owlVH7Fx,0,194506,House On Fire,62YdT1YCk3UQ4YrQUHW59U,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.0865,0.686,1,0.457,11,0.419,-2.164,0.00126,0.0,0.946,168.973
Dubmundos - Ao Vivo | Acústico,2rg5wrJAvnqqrYs501kWmw,40,311893,Acústico - Ao Vivo,2DMlDuUYFSjOyEDDL86yia,Raimundos,3CfJckVRuukdJSvK3r89yJ,0.068,0.789,1,0.435,1,0.607,-3.476,0.414,0.0,0.904,97.052
My Medication,2y4BsouwmRWY0sHNHZmfJi,53,195429,Crooked Teeth (Deluxe),4KTUNKma9YpiSbioeui4pW,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.0998,0.49,0,0.195,6,0.489,-6.536,0.0115,1.21e-06,0.843,92.088
Dig Down,7JhTr0G0gr3ESY3B9uqPi4,9,228140,Dig Down,2mugumSqUWxhW2InJ9dPTv,Muse,12Chz98pHFMPJEknJQMWvI,0.0582,0.197,1,0.158,0,0.325,-6.052,0.08,0.000335,0.418,190.738
Cold - Kaskade & Lipless Remix,7H0nS8M8DyV2kFI8G4JITM,0,213971,Cold (Kaskade & Lipless Remix),3xmsmwFGGx0mNx1HEBebPH,Maroon 5,04gDigrS5kc9YWfZHwBETP,0.0509,0.339,0,0.0415,9,0.741,-5.937,0.0212,0.0,0.826,114.977
No Fun,6qMAUrdnLj5WMZMPkakJBY,1,201760,8,4AKyMkacibLG3gEdo7iRWV,Incubus,3YcBF2ttyueytpXtEzn1Za,0.089,0.377,1,0.13,11,0.27,-3.374,0.000223,3.52e-06,0.905,86.824
Afasia - Ao Vivo,39PSmcQ6taWBADDcGTkPSw,9,188360,Afasia (Ao Vivo),6tHYh5Dqme6yvlLYMo9xkk,Dead Fish,7Lvg39k5XgXevGR767ikYI,0.22,0.158,1,0.276,6,0.325,-5.61,0.000578,0.000846,0.984,125.192
Rusty Cage,4UH0OtOrLpdKz1j0ISe2J3,1,268800,Badmotorfinger,6AA5g730FNzwKI08H7rxBk,Soundgarden,5xUf6j4upBrXZPg6AI4MRK,0.0896,0.284,1,0.0799,9,0.304,-11.327,1.24e-05,0.000693,0.852,102.187
Under,1nZRBFO1QrFnF8h1bFW0Oz,0,256941,Under,7zX0XV4TrLVkPVUeU9aYTH,Apply For A Shore,6h8ORccRsPi5otBLj4D4Dm,0.0651,0.152,0,0.104,7,0.397,-3.986,0.000412,0.089,0.973,85.025
Square Hammer,5TNhjanmvwvmjCz2WYwSAv,63,239293,Meliora (Deluxe Edition),2uaQ1K2eSqaWeVQRXeuGdN,Ghost,1Qp56T7n950O3EGMsSl81D,0.0467,0.748,0,0.237,2,0.526,-4.391,3.31e-05,0.257,0.906,129.963
Don't Wanna Fight,51LcPhaclbiR8EAyC76M2L,60,232530,Sound & Color,03nQNGFi3dIxg6ghNbtVWW,Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,0.152,0.555,0,0.106,10,0.597,-3.298,0.235,0.0865,0.915,100.444
Sereno,3CKSVW7shWuTLR55fVNGUx,34,303617,Animalia,7INZwXTKAJH3zzPDcDh21q,menores atos,6KNc5HwsgpYNBCPaPrg4dv,0.242,0.0819,0,0.204,5,0.211,-3.972,0.00221,0.118,0.993,161.785
Roots Radical,0LWkdUtorgGHr1bwT2C6tY,56,167506,...And Out Come The Wolves,1HisV3ZKLs9It3KlGcPki5,Rancid,6xTk3EK5T9UzudENVvu9YB,0.108,0.722,1,0.213,0,0.529,-4.978,0.0836,0.0,0.976,161.928
Ruby Soho,1pNlZQeoPnlxqf1Mjgm0H2,61,157533,...And Out Come The Wolves,1HisV3ZKLs9It3KlGcPki5,Rancid,6xTk3EK5T9UzudENVvu9YB,0.0432,0.961,1,0.177,7,0.505,-5.381,0.0201,0.00218,0.938,161.842
Time Bomb,41kg2RvdwBuIv0OPpvBS4v,64,144333,...And Out Come The Wolves,1HisV3ZKLs9It3KlGcPki5,Rancid,6xTk3EK5T9UzudENVvu9YB,0.0536,0.961,1,0.471,9,0.646,-4.862,0.138,0.0,0.962,164.79
Your Hand in Mine,3HBcQ5GenzAlBhCIgDGL3x,46,496573,The Earth Is Not a Cold Dead Place,3lLwFslntPTc7cBofBXXDp,Explosions In The Sky,1uQWmt1OhuHGRKmZ2ZcL6p,0.0298,0.108,1,0.0601,4,0.278,-16.422,0.11,0.837,0.479,115.029
Fallout,2PAeLLcnw42x5ZszOfFz50,60,210405,The Balcony,0C0OFASoQC57yC12vQhCwN,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,0.0526,0.347,1,0.362,8,0.355,-3.75,9.26e-05,0.0,0.85,146.018
Gasolina,1gLJyv9IKK32JoAYf7rLra,9,192560,Gasolina,4zTSBcm8Al2jMp1eQsqxlL,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,0.0575,0.729,1,0.0643,0,0.853,-6.494,0.331,5.44e-06,0.808,96.02
Lanterns,46HVO4tCUJs55NNrSx2xfk,0,231746,Long Forgotten Songs: B-Sides & Covers 2000-2013,0Wt4mctiLJvZUhL7OPMfwd,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.0553,0.48,0,0.0881,3,0.294,-4.332,0.000385,1.8e-06,0.955,103.249
Like the Angel,2NJ0CPlQEYebgZRQ1fMQzC,0,166880,Rpm10,2uJPgLZwurQ2H7OD4d5Ymm,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.0861,0.428,0,0.215,10,0.512,-3.092,0.000747,2.52e-05,0.976,95.465
Idle Worship,50zSoW3GT1Ee4hXxQPO08t,59,198413,After Laughter,1c9Sx7XdXuMptGyfCB6hHs,Paramore,74XFHRwlV6OrjEM0A2NCMF,0.0488,0.762,1,0.225,3,0.695,-4.202,0.00499,3.14e-06,0.827,121.05
Lugar Ao Sol - Ao Vivo | Acústico,4G7J6r92RH3aRlTEJQER8A,54,219728,Acústico - Ao Vivo,2DMlDuUYFSjOyEDDL86yia,Raimundos,3CfJckVRuukdJSvK3r89yJ,0.0588,0.596,1,0.144,10,0.648,-3.642,0.607,1.15e-06,0.946,138.053
I'll Survive,3GEbPcHyH5i6lWPGLhTKJi,0,218386,Poison The Parish,3XoWbvcaTogE3kHnL4Wx11,Seether,6B5c4sch27tWHAGdarpPaW,0.0277,0.514,0,0.1,7,0.546,-4.435,0.00043,0.000331,0.701,80.023
Wildfire,51xdu7F68KUnpgiOXhMjin,2,182680,Wildfire,0ORqvxZVn48IZjdt9AMD9R,blink-182,6FBDaR13swtiWwGhX1WQsP,0.143,0.326,1,0.0705,9,0.396,-3.417,0.00134,0.0,0.947,181.044
The Hand That Feeds,5ugzDiilhy6ILKmKfhEzd7,62,211680,With Teeth,56Us3Q6UIM4jKJZlWhqddL,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,0.0885,0.462,0,0.0666,9,0.595,-4.337,0.0187,0.000297,0.985,128.006
Holy Diver,3a9urnht8HvfFzPwd0ipx6,67,250253,As Daylight Dies (Special Edition),6iJEtgHTEbVlSS5isIS71z,Killswitch Engage,37394IP6uhnjIpsawpMu4l,0.12,0.27,0,0.241,0,0.369,-2.584,7.6e-05,0.00589,0.995,185.985
Invisible,3c6gJgXzy4na0NWlIEUpKt,0,214346,Invisible,69IqJqS3u47wQ21JOiYA1c,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0.07,0.562,1,0.091,11,0.47,-6.093,0.0455,0.0,0.74,84.841
Land of Confusion,4ClGNWLK9vZMBtO0CpnyOE,66,287066,Ten Thousand Fists,0Te7OvzuUMnbsqCneIDUm6,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,0.0925,0.324,1,0.179,8,0.553,-3.703,4.44e-05,0.0695,0.991,114.92
The Game,2Cl6IRZXobSICf5U6EE1uI,58,226893,The Sickness (10th Anniversary Edition),07w0hGS9XUdFsPBvDHy16y,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,0.0559,0.563,1,0.151,8,0.628,-3.02,0.000141,0.00516,0.95,132.001
Warrior,2TNPagu8Z4zvDOpmnktF00,63,204826,Asylum (Deluxe Edition),23Kf2cl3kz7pFNKhl4iMp9,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,0.049,0.348,1,0.104,1,0.549,-2.763,1.16e-05,0.106,0.969,101.055
What Are You Waiting For,0Q4zzvZA2anhHTs0zjwQhy,53,243720,Immortalized (Deluxe Edition),1ROVEUk4lc2vD4a0IN1TWS,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,0.193,0.34,1,0.412,0,0.455,-3.394,0.000213,6.32e-06,0.996,165.05
Northern Downpour,0tutU5E5kMR3bY8sZllpoJ,55,247773,Pretty. Odd.,78EcStHa23JPRmLNan5fST,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,0.0262,0.241,1,0.0645,5,0.47,-9.406,0.0643,0.0,0.474,170.173
Cocoon,4Sdmlm62m1Rj0BqH1Sc9ox,4,236887,The Balcony,5ii2VuwrvjZZcFlmK7yhgc,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,0.0652,0.325,0,0.077,7,0.446,-4.481,0.000254,9.76e-05,0.91,133.053
Whatever It Takes,4izg6Hydc6XGErWW6nbdsV,7,201600,Whatever It Takes,4wdL7FKsb5quUXITKGw9d6,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,0.0302,0.523,1,0.107,1,0.673,-4.998,0.0476,0.0,0.671,134.942
With Me,7JcB1XSpmlULBSvnEis6Fc,5,291360,Underclass Hero,6QNltz3Yi7UuVt7jQhqinC,Sum 41,0qT79UgT5tY4yudH9VfsdT,0.0421,0.109,1,0.172,4,0.168,-4.039,0.0128,0.0,0.852,175.407
Happy Being Miserable,28PtN2Xi4vgcb1ZHbYPMoe,42,180655,Makes Me Sick,6EOdIHWk1U9Mr1uHR2OU61,New Found Glory,4ghjRm4M2vChDfTUycx0Ce,0.0497,0.549,1,0.0834,2,0.545,-2.674,0.000838,0.0,0.976,111.962
